Дата,Час,Код цифровий,Код літерний,Кількість одиниць,Назва валюти,"Офіційний курс гривні, грн"
04.05.2001,00.00,978,EUR,100,Євро,482.1598
05.05.2001,00.00,978,EUR,100,Євро,484.1005
06.05.2001,00.00,978,EUR,100,Євро,484.1005
07.05.2001,00.00,978,EUR,100,Євро,484.1005
08.05.2001,00.00,978,EUR,100,Євро,482.9639
09.05.2001,00.00,978,EUR,100,Євро,480.0318
10.05.2001,00.00,978,EUR,100,Євро,480.0318
11.05.2001,00.00,978,EUR,100,Євро,479.1656
12.05.2001,00.00,978,EUR,100,Євро,474.9264
13.05.2001,00.00,978,EUR,100,Євро,474.9264
14.05.2001,00.00,978,EUR,100,Євро,474.9264
15.05.2001,00.00,978,EUR,100,Євро,473.3669
16.05.2001,00.00,978,EUR,100,Євро,474.5855
17.05.2001,00.00,978,EUR,100,Євро,478.1403
18.05.2001,00.00,978,EUR,100,Євро,477.0942
19.05.2001,00.00,978,EUR,100,Євро,475.0288
20.05.2001,00.00,978,EUR,100,Євро,475.0288
21.05.2001,00.00,978,EUR,100,Євро,475.0288
22.05.2001,00.00,978,EUR,100,Євро,473.7927
23.05.2001,00.00,978,EUR,100,Євро,470.0409
24.05.2001,00.00,978,EUR,100,Євро,464.6288
25.05.2001,00.00,978,EUR,100,Євро,465.6141
26.05.2001,00.00,978,EUR,100,Євро,464.9879
27.05.2001,00.00,978,EUR,100,Євро,464.9879
28.05.2001,00.00,978,EUR,100,Євро,464.9879
29.05.2001,00.00,978,EUR,100,Євро,464.609
30.05.2001,00.00,978,EUR,100,Євро,463.1592
31.05.2001,00.00,978,EUR,100,Євро,463.4328
01.06.2001,00.00,978,EUR,100,Євро,459.1835
02.06.2001,00.00,978,EUR,100,Євро,459.0583
03.06.2001,00.00,978,EUR,100,Євро,459.0583
04.06.2001,00.00,978,EUR,100,Євро,459.0583
05.06.2001,00.00,978,EUR,100,Євро,459.0583
06.06.2001,00.00,978,EUR,100,Євро,458.312
07.06.2001,00.00,978,EUR,100,Євро,462.5095
08.06.2001,00.00,978,EUR,100,Євро,458.3577
09.06.2001,00.00,978,EUR,100,Євро,458.2543
10.06.2001,00.00,978,EUR,100,Євро,458.2543
11.06.2001,00.00,978,EUR,100,Євро,458.2543
12.06.2001,00.00,978,EUR,100,Євро,459.4914
13.06.2001,00.00,978,EUR,100,Євро,458.2909
14.06.2001,00.00,978,EUR,100,Євро,461.8659
15.06.2001,00.00,978,EUR,100,Євро,458.8143
16.06.2001,00.00,978,EUR,100,Євро,467.9992
17.06.2001,00.00,978,EUR,100,Євро,467.9992
18.06.2001,00.00,978,EUR,100,Євро,467.9992
19.06.2001,00.00,978,EUR,100,Євро,463.3568
20.06.2001,00.00,978,EUR,100,Євро,461.9482
21.06.2001,00.00,978,EUR,100,Євро,458.9529
22.06.2001,00.00,978,EUR,100,Євро,460.9528
23.06.2001,00.00,978,EUR,100,Євро,459.3778
24.06.2001,00.00,978,EUR,100,Євро,459.3778
25.06.2001,00.00,978,EUR,100,Євро,459.3778
26.06.2001,00.00,978,EUR,100,Євро,463.4267
27.06.2001,00.00,978,EUR,100,Євро,463.4096
28.06.2001,00.00,978,EUR,100,Євро,464.105
29.06.2001,00.00,978,EUR,100,Євро,464.105
30.06.2001,00.00,978,EUR,100,Євро,456.4614
01.07.2001,00.00,978,EUR,100,Євро,456.4614
02.07.2001,00.00,978,EUR,100,Євро,456.4614
03.07.2001,00.00,978,EUR,100,Євро,455.1665
04.07.2001,00.00,978,EUR,100,Євро,457.1811
05.07.2001,00.00,978,EUR,100,Євро,454.8137
06.07.2001,00.00,978,EUR,100,Євро,453.55
07.07.2001,00.00,978,EUR,100,Євро,451.0927
08.07.2001,00.00,978,EUR,100,Євро,451.0927
09.07.2001,00.00,978,EUR,100,Євро,451.0927
10.07.2001,00.00,978,EUR,100,Євро,454.9589
11.07.2001,00.00,978,EUR,100,Євро,459.439
12.07.2001,00.00,978,EUR,100,Євро,462.8154
13.07.2001,00.00,978,EUR,100,Євро,458.6955
14.07.2001,00.00,978,EUR,100,Євро,458.6553
15.07.2001,00.00,978,EUR,100,Євро,458.6553
16.07.2001,00.00,978,EUR,100,Євро,458.6553
17.07.2001,00.00,978,EUR,100,Євро,460.8899
18.07.2001,00.00,978,EUR,100,Євро,457.2922
19.07.2001,00.00,978,EUR,100,Євро,463.8366
20.07.2001,00.00,978,EUR,100,Євро,468.4251
21.07.2001,00.00,978,EUR,100,Євро,471.1045
22.07.2001,00.00,978,EUR,100,Євро,471.1045
23.07.2001,00.00,978,EUR,100,Євро,471.1045
24.07.2001,00.00,978,EUR,100,Євро,465.6322
25.07.2001,00.00,978,EUR,100,Євро,467.0013
26.07.2001,00.00,978,EUR,100,Євро,471.296
27.07.2001,00.00,978,EUR,100,Євро,469.4962
28.07.2001,00.00,978,EUR,100,Євро,469.5001
29.07.2001,00.00,978,EUR,100,Євро,469.5001
30.07.2001,00.00,978,EUR,100,Євро,469.5001
31.07.2001,00.00,978,EUR,100,Євро,468.4848
01.08.2001,00.00,978,EUR,100,Євро,468.6989
02.08.2001,00.00,978,EUR,100,Євро,472.0798
03.08.2001,00.00,978,EUR,100,Євро,470.4304
04.08.2001,00.00,978,EUR,100,Євро,471.2619
05.08.2001,00.00,978,EUR,100,Євро,471.2619
06.08.2001,00.00,978,EUR,100,Євро,471.2619
07.08.2001,00.00,978,EUR,100,Євро,471.1115
08.08.2001,00.00,978,EUR,100,Євро,469.1143
09.08.2001,00.00,978,EUR,100,Євро,468.8468
10.08.2001,00.00,978,EUR,100,Євро,473.6444
11.08.2001,00.00,978,EUR,100,Євро,478.0849
12.08.2001,00.00,978,EUR,100,Євро,478.0849
13.08.2001,00.00,978,EUR,100,Євро,478.0849
14.08.2001,00.00,978,EUR,100,Євро,481.0275
15.08.2001,00.00,978,EUR,100,Євро,479.797
16.08.2001,00.00,978,EUR,100,Євро,487.5625
17.08.2001,00.00,978,EUR,100,Євро,489.0211
18.08.2001,00.00,978,EUR,100,Євро,488.5906
19.08.2001,00.00,978,EUR,100,Євро,488.5906
20.08.2001,00.00,978,EUR,100,Євро,488.5906
21.08.2001,00.00,978,EUR,100,Євро,489.0049
22.08.2001,00.00,978,EUR,100,Євро,487.7638
23.08.2001,00.00,978,EUR,100,Євро,492.1252
24.08.2001,00.00,978,EUR,100,Євро,486.5352
25.08.2001,00.00,978,EUR,100,Євро,486.5352
26.08.2001,00.00,978,EUR,100,Євро,486.5352
27.08.2001,00.00,978,EUR,100,Євро,486.5352
28.08.2001,00.00,978,EUR,100,Євро,485.2242
29.08.2001,00.00,978,EUR,100,Євро,482.662
30.08.2001,00.00,978,EUR,100,Євро,486.978
31.08.2001,00.00,978,EUR,100,Євро,485.7094
01.09.2001,00.00,978,EUR,100,Євро,488.9639
02.09.2001,00.00,978,EUR,100,Євро,488.9639
03.09.2001,00.00,978,EUR,100,Євро,488.9639
04.09.2001,00.00,978,EUR,100,Євро,484.3722
05.09.2001,00.00,978,EUR,100,Євро,479.0698
06.09.2001,00.00,978,EUR,100,Євро,474.7527
07.09.2001,00.00,978,EUR,100,Євро,472.795
08.09.2001,00.00,978,EUR,100,Євро,478.0099
09.09.2001,00.00,978,EUR,100,Євро,478.0099
10.09.2001,00.00,978,EUR,100,Євро,478.0099
11.09.2001,00.00,978,EUR,100,Євро,483.2455
12.09.2001,00.00,978,EUR,100,Євро,478.8658
13.09.2001,00.00,978,EUR,100,Євро,483.5669
14.09.2001,00.00,978,EUR,100,Євро,483.9943
15.09.2001,00.00,978,EUR,100,Євро,492.4882
16.09.2001,00.00,978,EUR,100,Євро,492.4882
17.09.2001,00.00,978,EUR,100,Євро,492.4882
18.09.2001,00.00,978,EUR,100,Євро,495.1407
19.09.2001,00.00,978,EUR,100,Євро,494.4463
20.09.2001,00.00,978,EUR,100,Євро,494.4235
21.09.2001,00.00,978,EUR,100,Євро,494.3658
22.09.2001,00.00,978,EUR,100,Євро,491.142
23.09.2001,00.00,978,EUR,100,Євро,491.142
24.09.2001,00.00,978,EUR,100,Євро,491.142
25.09.2001,00.00,978,EUR,100,Євро,489.0827
26.09.2001,00.00,978,EUR,100,Євро,489.6222
27.09.2001,00.00,978,EUR,100,Євро,491.723
28.09.2001,00.00,978,EUR,100,Євро,490.7554
29.09.2001,00.00,978,EUR,100,Євро,486.7827
30.09.2001,00.00,978,EUR,100,Євро,486.7827
01.10.2001,00.00,978,EUR,100,Євро,486.7827
02.10.2001,00.00,978,EUR,100,Євро,486.545
03.10.2001,00.00,978,EUR,100,Євро,489.9575
04.10.2001,00.00,978,EUR,100,Євро,490.9042
05.10.2001,00.00,978,EUR,100,Євро,485.5988
06.10.2001,00.00,978,EUR,100,Євро,488.3045
07.10.2001,00.00,978,EUR,100,Євро,488.3045
08.10.2001,00.00,978,EUR,100,Євро,488.3045
09.10.2001,00.00,978,EUR,100,Євро,490.4336
10.10.2001,00.00,978,EUR,100,Євро,489.1411
11.10.2001,00.00,978,EUR,100,Євро,485.8251
12.10.2001,00.00,978,EUR,100,Євро,481.5003
13.10.2001,00.00,978,EUR,100,Євро,480.0511
14.10.2001,00.00,978,EUR,100,Євро,480.0511
15.10.2001,00.00,978,EUR,100,Євро,480.0511
16.10.2001,00.00,978,EUR,100,Євро,483.2235
17.10.2001,00.00,978,EUR,100,Євро,480.6159
18.10.2001,00.00,978,EUR,100,Євро,478.7434
19.10.2001,00.00,978,EUR,100,Євро,478.7481
20.10.2001,00.00,978,EUR,100,Євро,477.6031
21.10.2001,00.00,978,EUR,100,Євро,477.6031
22.10.2001,00.00,978,EUR,100,Євро,477.6031
23.10.2001,00.00,978,EUR,100,Євро,475.2404
24.10.2001,00.00,978,EUR,100,Євро,470.6911
25.10.2001,00.00,978,EUR,100,Євро,472.2087
26.10.2001,00.00,978,EUR,100,Євро,470.6814
27.10.2001,00.00,978,EUR,100,Євро,471.784
28.10.2001,00.00,978,EUR,100,Євро,471.784
29.10.2001,00.00,978,EUR,100,Євро,471.784
30.10.2001,00.00,978,EUR,100,Євро,476.7607
31.10.2001,00.00,978,EUR,100,Євро,479.821
01.11.2001,00.00,978,EUR,100,Євро,478.6564
02.11.2001,00.00,978,EUR,100,Євро,481.5679
03.11.2001,00.00,978,EUR,100,Євро,479.4518
04.11.2001,00.00,978,EUR,100,Євро,479.4518
05.11.2001,00.00,978,EUR,100,Євро,479.4518
06.11.2001,00.00,978,EUR,100,Євро,474.8792
07.11.2001,00.00,978,EUR,100,Євро,474.7538
08.11.2001,00.00,978,EUR,100,Євро,477.4265
09.11.2001,00.00,978,EUR,100,Євро,475.1392
10.11.2001,00.00,978,EUR,100,Євро,472.6917
11.11.2001,00.00,978,EUR,100,Євро,472.6917
12.11.2001,00.00,978,EUR,100,Євро,472.6917
13.11.2001,00.00,978,EUR,100,Євро,472.1094
14.11.2001,00.00,978,EUR,100,Євро,468.1132
15.11.2001,00.00,978,EUR,100,Євро,465.7139
16.11.2001,00.00,978,EUR,100,Євро,466.7101
17.11.2001,00.00,978,EUR,100,Євро,467.5467
18.11.2001,00.00,978,EUR,100,Євро,467.5467
19.11.2001,00.00,978,EUR,100,Євро,467.5467
20.11.2001,00.00,978,EUR,100,Євро,464.543
21.11.2001,00.00,978,EUR,100,Євро,465.9337
22.11.2001,00.00,978,EUR,100,Євро,463.7428
23.11.2001,00.00,978,EUR,100,Євро,463.0571
24.11.2001,00.00,978,EUR,100,Євро,464.0946
25.11.2001,00.00,978,EUR,100,Євро,464.0946
26.11.2001,00.00,978,EUR,100,Євро,464.0946
27.11.2001,00.00,978,EUR,100,Євро,464.9379
28.11.2001,00.00,978,EUR,100,Євро,463.6549
29.11.2001,00.00,978,EUR,100,Євро,466.109
30.11.2001,00.00,978,EUR,100,Євро,469.5091
01.12.2001,00.00,978,EUR,100,Євро,470.3928
02.12.2001,00.00,978,EUR,100,Євро,470.3928
03.12.2001,00.00,978,EUR,100,Євро,470.3928
04.12.2001,00.00,978,EUR,100,Євро,471.9094
05.12.2001,00.00,978,EUR,100,Євро,470.7823
06.12.2001,00.00,978,EUR,100,Євро,471.9489
07.12.2001,00.00,978,EUR,100,Євро,470.8948
08.12.2001,00.00,978,EUR,100,Євро,472.0602
09.12.2001,00.00,978,EUR,100,Євро,472.0602
10.12.2001,00.00,978,EUR,100,Євро,472.0602
11.12.2001,00.00,978,EUR,100,Євро,468.8288
12.12.2001,00.00,978,EUR,100,Євро,471.9013
13.12.2001,00.00,978,EUR,100,Євро,473.419
14.12.2001,00.00,978,EUR,100,Євро,475.2622
15.12.2001,00.00,978,EUR,100,Євро,477.4333
16.12.2001,00.00,978,EUR,100,Євро,477.4333
17.12.2001,00.00,978,EUR,100,Євро,477.4333
18.12.2001,00.00,978,EUR,100,Євро,479.1807
19.12.2001,00.00,978,EUR,100,Євро,477.2214
20.12.2001,00.00,978,EUR,100,Євро,475.6858
21.12.2001,00.00,978,EUR,100,Євро,475.1114
22.12.2001,00.00,978,EUR,100,Євро,473.3798
23.12.2001,00.00,978,EUR,100,Євро,473.3798
24.12.2001,00.00,978,EUR,100,Євро,473.3798
25.12.2001,00.00,978,EUR,100,Євро,465.6078
26.12.2001,00.00,978,EUR,100,Євро,465.6078
27.12.2001,00.00,978,EUR,100,Євро,465.6957
28.12.2001,00.00,978,EUR,100,Євро,467.4602
29.12.2001,00.00,978,EUR,100,Євро,466.9568
30.12.2001,00.00,978,EUR,100,Євро,466.9568
31.12.2001,00.00,978,EUR,100,Євро,466.9568
01.01.2002,00.00,978,EUR,100,Євро,466.9568
02.01.2002,00.00,978,EUR,100,Євро,466.9568
03.01.2002,00.00,978,EUR,100,Євро,478.8784
04.01.2002,00.00,978,EUR,100,Євро,478.7725
05.01.2002,00.00,978,EUR,100,Євро,474.8306
06.01.2002,00.00,978,EUR,100,Євро,474.8306
07.01.2002,00.00,978,EUR,100,Євро,474.8306
08.01.2002,00.00,978,EUR,100,Євро,474.8306
09.01.2002,00.00,978,EUR,100,Євро,473.1481
10.01.2002,00.00,978,EUR,100,Євро,473.83
11.01.2002,00.00,978,EUR,100,Євро,473.157
12.01.2002,00.00,978,EUR,100,Євро,473.7148
13.01.2002,00.00,978,EUR,100,Євро,473.7148
14.01.2002,00.00,978,EUR,100,Євро,473.7148
15.01.2002,00.00,978,EUR,100,Євро,474.2112
16.01.2002,00.00,978,EUR,100,Євро,474.0259
17.01.2002,00.00,978,EUR,100,Євро,468.4913
18.01.2002,00.00,978,EUR,100,Євро,469.1179
19.01.2002,00.00,978,EUR,100,Євро,468.5158
20.01.2002,00.00,978,EUR,100,Євро,468.5158
21.01.2002,00.00,978,EUR,100,Євро,468.5158
22.01.2002,00.00,978,EUR,100,Євро,470.1112
23.01.2002,00.00,978,EUR,100,Євро,469.8443
24.01.2002,00.00,978,EUR,100,Євро,471.2278
25.01.2002,00.00,978,EUR,100,Євро,466.457
26.01.2002,00.00,978,EUR,100,Євро,460.9236
27.01.2002,00.00,978,EUR,100,Євро,460.9236
28.01.2002,00.00,978,EUR,100,Євро,460.9236
29.01.2002,00.00,978,EUR,100,Євро,456.4011
30.01.2002,00.00,978,EUR,100,Євро,458.883
31.01.2002,00.00,978,EUR,100,Євро,459.8408
01.02.2002,00.00,978,EUR,100,Євро,459.5748
02.02.2002,00.00,978,EUR,100,Євро,459.3087
03.02.2002,00.00,978,EUR,100,Євро,459.3087
04.02.2002,00.00,978,EUR,100,Євро,459.3087
05.02.2002,00.00,978,EUR,100,Євро,459.93
06.02.2002,00.00,978,EUR,100,Євро,462.0051
07.02.2002,00.00,978,EUR,100,Євро,460.9768
08.02.2002,00.00,978,EUR,100,Євро,460.9768
09.02.2002,00.00,978,EUR,100,Євро,465.0204
10.02.2002,00.00,978,EUR,100,Євро,465.0204
11.02.2002,00.00,978,EUR,100,Євро,465.0204
12.02.2002,00.00,978,EUR,100,Євро,467.8936
13.02.2002,00.00,978,EUR,100,Євро,465.7121
14.02.2002,00.00,978,EUR,100,Євро,464.5416
15.02.2002,00.00,978,EUR,100,Євро,462.5198
16.02.2002,00.00,978,EUR,100,Євро,463.1495
17.02.2002,00.00,978,EUR,100,Євро,463.1495
18.02.2002,00.00,978,EUR,100,Євро,463.1495
19.02.2002,00.00,978,EUR,100,Євро,463.6816
20.02.2002,00.00,978,EUR,100,Євро,462.5535
21.02.2002,00.00,978,EUR,100,Євро,465.2675
22.02.2002,00.00,978,EUR,100,Євро,463.0324
23.02.2002,00.00,978,EUR,100,Євро,465.4804
24.02.2002,00.00,978,EUR,100,Євро,465.4804
25.02.2002,00.00,978,EUR,100,Євро,465.4804
26.02.2002,00.00,978,EUR,100,Євро,464.2913
27.02.2002,00.00,978,EUR,100,Євро,462.0387
28.02.2002,00.00,978,EUR,100,Євро,460.2565
01.03.2002,00.00,978,EUR,100,Євро,460.4149
02.03.2002,00.00,978,EUR,100,Євро,461.9051
03.03.2002,00.00,978,EUR,100,Євро,461.9051
04.03.2002,00.00,978,EUR,100,Євро,461.9051
05.03.2002,00.00,978,EUR,100,Євро,460.4641
06.03.2002,00.00,978,EUR,100,Євро,462.1863
07.03.2002,00.00,978,EUR,100,Євро,463.7398
08.03.2002,00.00,978,EUR,100,Євро,466.4902
09.03.2002,00.00,978,EUR,100,Євро,466.4902
10.03.2002,00.00,978,EUR,100,Євро,466.4902
11.03.2002,00.00,978,EUR,100,Євро,466.4902
12.03.2002,00.00,978,EUR,100,Євро,465.231
13.03.2002,00.00,978,EUR,100,Євро,464.7615
14.03.2002,00.00,978,EUR,100,Євро,464.8147
15.03.2002,00.00,978,EUR,100,Євро,468.4869
16.03.2002,00.00,978,EUR,100,Євро,471.1478
17.03.2002,00.00,978,EUR,100,Євро,471.1478
18.03.2002,00.00,978,EUR,100,Євро,471.1478
19.03.2002,00.00,978,EUR,100,Євро,467.9014
20.03.2002,00.00,978,EUR,100,Євро,469.8617
21.03.2002,00.00,978,EUR,100,Євро,469.1163
22.03.2002,00.00,978,EUR,100,Євро,469.276
23.03.2002,00.00,978,EUR,100,Євро,468.1051
24.03.2002,00.00,978,EUR,100,Євро,468.1051
25.03.2002,00.00,978,EUR,100,Євро,468.1051
26.03.2002,00.00,978,EUR,100,Євро,466.1715
27.03.2002,00.00,978,EUR,100,Євро,465.0268
28.03.2002,00.00,978,EUR,100,Євро,465.4884
29.03.2002,00.00,978,EUR,100,Євро,464.3
30.03.2002,00.00,978,EUR,100,Євро,464.2913
31.03.2002,00.00,978,EUR,100,Євро,464.2913
01.04.2002,00.00,978,EUR,100,Євро,464.2913
02.04.2002,00.00,978,EUR,100,Євро,464.3698
03.04.2002,00.00,978,EUR,100,Євро,467.8281
04.04.2002,00.00,978,EUR,100,Євро,468.9886
05.04.2002,00.00,978,EUR,100,Євро,469.7878
06.04.2002,00.00,978,EUR,100,Євро,468.0829
07.04.2002,00.00,978,EUR,100,Євро,468.0829
08.04.2002,00.00,978,EUR,100,Євро,468.0829
09.04.2002,00.00,978,EUR,100,Євро,467.7445
10.04.2002,00.00,978,EUR,100,Євро,466.9452
11.04.2002,00.00,978,EUR,100,Євро,468.8102
12.04.2002,00.00,978,EUR,100,Євро,468.5707
13.04.2002,00.00,978,EUR,100,Євро,469.0502
14.04.2002,00.00,978,EUR,100,Євро,469.0502
15.04.2002,00.00,978,EUR,100,Євро,469.0502
16.04.2002,00.00,978,EUR,100,Євро,468.9794
17.04.2002,00.00,978,EUR,100,Євро,469.0238
18.04.2002,00.00,978,EUR,100,Євро,473.1175
19.04.2002,00.00,978,EUR,100,Євро,473.9434
20.04.2002,00.00,978,EUR,100,Євро,473.4461
21.04.2002,00.00,978,EUR,100,Євро,473.4461
22.04.2002,00.00,978,EUR,100,Євро,473.4461
23.04.2002,00.00,978,EUR,100,Євро,473.2152
24.04.2002,00.00,978,EUR,100,Євро,472.6824
25.04.2002,00.00,978,EUR,100,Євро,473.7124
26.04.2002,00.00,978,EUR,100,Євро,477.8145
27.04.2002,00.00,978,EUR,100,Євро,477.9211
28.04.2002,00.00,978,EUR,100,Євро,477.9211
29.04.2002,00.00,978,EUR,100,Євро,477.9211
30.04.2002,00.00,978,EUR,100,Євро,481.4543
01.05.2002,00.00,978,EUR,100,Євро,479.8562
02.05.2002,00.00,978,EUR,100,Євро,479.8562
03.05.2002,00.00,978,EUR,100,Євро,479.8562
04.05.2002,00.00,978,EUR,100,Євро,479.8562
05.05.2002,00.00,978,EUR,100,Євро,479.8562
06.05.2002,00.00,978,EUR,100,Євро,479.8562
07.05.2002,00.00,978,EUR,100,Євро,479.8562
08.05.2002,00.00,978,EUR,100,Євро,486.0887
09.05.2002,00.00,978,EUR,100,Євро,484.1178
10.05.2002,00.00,978,EUR,100,Євро,484.1178
11.05.2002,00.00,978,EUR,100,Євро,485.7159
12.05.2002,00.00,978,EUR,100,Євро,485.7159
13.05.2002,00.00,978,EUR,100,Євро,485.7159
14.05.2002,00.00,978,EUR,100,Євро,485.7159
15.05.2002,00.00,978,EUR,100,Євро,482.7327
16.05.2002,00.00,978,EUR,100,Євро,481.0552
17.05.2002,00.00,978,EUR,100,Євро,486.1267
18.05.2002,00.00,978,EUR,100,Євро,487.6643
19.05.2002,00.00,978,EUR,100,Євро,487.6643
20.05.2002,00.00,978,EUR,100,Євро,487.6643
21.05.2002,00.00,978,EUR,100,Євро,490.3286
22.05.2002,00.00,978,EUR,100,Євро,490.9147
23.05.2002,00.00,978,EUR,100,Євро,493.4469
24.05.2002,00.00,978,EUR,100,Євро,490.9423
25.05.2002,00.00,978,EUR,100,Євро,489.6101
26.05.2002,00.00,978,EUR,100,Євро,489.6101
27.05.2002,00.00,978,EUR,100,Євро,489.6101
28.05.2002,00.00,978,EUR,100,Євро,489.7167
29.05.2002,00.00,978,EUR,100,Євро,493.2452
30.05.2002,00.00,978,EUR,100,Євро,496.7094
31.05.2002,00.00,978,EUR,100,Євро,499.6219
01.06.2002,00.00,978,EUR,100,Євро,500.2896
02.06.2002,00.00,978,EUR,100,Євро,500.2896
03.06.2002,00.00,978,EUR,100,Євро,500.2896
04.06.2002,00.00,978,EUR,100,Євро,496.3456
05.06.2002,00.00,978,EUR,100,Євро,502.8478
06.06.2002,00.00,978,EUR,100,Євро,499.4649
07.06.2002,00.00,978,EUR,100,Євро,500.2644
08.06.2002,00.00,978,EUR,100,Євро,503.7443
09.06.2002,00.00,978,EUR,100,Євро,503.7443
10.06.2002,00.00,978,EUR,100,Євро,503.7443
11.06.2002,00.00,978,EUR,100,Євро,504.1174
12.06.2002,00.00,978,EUR,100,Євро,501.879
13.06.2002,00.00,978,EUR,100,Євро,503.7443
14.06.2002,00.00,978,EUR,100,Євро,501.879
15.06.2002,00.00,978,EUR,100,Євро,505.13
16.06.2002,00.00,978,EUR,100,Євро,505.13
17.06.2002,00.00,978,EUR,100,Євро,505.13
18.06.2002,00.00,978,EUR,100,Євро,502.3587
19.06.2002,00.00,978,EUR,100,Євро,505.4024
20.06.2002,00.00,978,EUR,100,Євро,509.5057
21.06.2002,00.00,978,EUR,100,Євро,511.1385
22.06.2002,00.00,978,EUR,100,Євро,513.4832
23.06.2002,00.00,978,EUR,100,Євро,513.4832
24.06.2002,00.00,978,EUR,100,Євро,513.4832
25.06.2002,00.00,978,EUR,100,Євро,513.4832
26.06.2002,00.00,978,EUR,100,Євро,517.5331
27.06.2002,00.00,978,EUR,100,Євро,528.4571
28.06.2002,00.00,978,EUR,100,Євро,523.5013
29.06.2002,00.00,978,EUR,100,Євро,523.5013
30.06.2002,00.00,978,EUR,100,Євро,523.5013
01.07.2002,00.00,978,EUR,100,Євро,523.5013
02.07.2002,00.00,978,EUR,100,Євро,528.2439
03.07.2002,00.00,978,EUR,100,Євро,524.2473
04.07.2002,00.00,978,EUR,100,Євро,521.1566
05.07.2002,00.00,978,EUR,100,Євро,521.6895
06.07.2002,00.00,978,EUR,100,Євро,518.2258
07.07.2002,00.00,978,EUR,100,Євро,518.2258
08.07.2002,00.00,978,EUR,100,Євро,518.2258
09.07.2002,00.00,978,EUR,100,Євро,523.7145
10.07.2002,00.00,978,EUR,100,Євро,529.1498
11.07.2002,00.00,978,EUR,100,Євро,527.4446
12.07.2002,00.00,978,EUR,100,Євро,524.1408
13.07.2002,00.00,978,EUR,100,Євро,526.1124
14.07.2002,00.00,978,EUR,100,Євро,526.1124
15.07.2002,00.00,978,EUR,100,Євро,526.1124
16.07.2002,00.00,978,EUR,100,Євро,534.1589
17.07.2002,00.00,978,EUR,100,Євро,539.6476
18.07.2002,00.00,978,EUR,100,Євро,536.2904
19.07.2002,00.00,978,EUR,100,Євро,535.9707
20.07.2002,00.00,978,EUR,100,Євро,540.66
21.07.2002,00.00,978,EUR,100,Євро,540.66
22.07.2002,00.00,978,EUR,100,Євро,540.66
23.07.2002,00.00,978,EUR,100,Євро,537.4628
24.07.2002,00.00,978,EUR,100,Євро,528.0841
25.07.2002,00.00,978,EUR,100,Євро,528.3505
26.07.2002,00.00,978,EUR,100,Євро,533.626
27.07.2002,00.00,978,EUR,100,Євро,533.3063
28.07.2002,00.00,978,EUR,100,Євро,533.3063
29.07.2002,00.00,978,EUR,100,Євро,533.3063
30.07.2002,00.00,978,EUR,100,Євро,523.3611
31.07.2002,00.00,978,EUR,100,Євро,524.1072
01.08.2002,00.00,978,EUR,100,Євро,521.3361
02.08.2002,00.00,978,EUR,100,Євро,520.1104
03.08.2002,00.00,978,EUR,100,Євро,526.1322
04.08.2002,00.00,978,EUR,100,Євро,526.1322
05.08.2002,00.00,978,EUR,100,Євро,526.1322
06.08.2002,00.00,978,EUR,100,Євро,524.1703
07.08.2002,00.00,978,EUR,100,Євро,516.3268
08.08.2002,00.00,978,EUR,100,Євро,516.8064
09.08.2002,00.00,978,EUR,100,Євро,516.2202
10.08.2002,00.00,978,EUR,100,Євро,518.4584
11.08.2002,00.00,978,EUR,100,Євро,518.4584
12.08.2002,00.00,978,EUR,100,Євро,518.4584
13.08.2002,00.00,978,EUR,100,Євро,521.1762
14.08.2002,00.00,978,EUR,100,Євро,522.1887
15.08.2002,00.00,978,EUR,100,Євро,525.2795
16.08.2002,00.00,978,EUR,100,Євро,521.0163
17.08.2002,00.00,978,EUR,100,Євро,523.5743
18.08.2002,00.00,978,EUR,100,Євро,523.5743
19.08.2002,00.00,978,EUR,100,Євро,523.5743
20.08.2002,00.00,978,EUR,100,Євро,522.1887
21.08.2002,00.00,978,EUR,100,Євро,521.8353
22.08.2002,00.00,978,EUR,100,Євро,520.2365
23.08.2002,00.00,978,EUR,100,Євро,520.6628
24.08.2002,00.00,978,EUR,100,Євро,516.8016
25.08.2002,00.00,978,EUR,100,Євро,516.8016
26.08.2002,00.00,978,EUR,100,Євро,516.8016
27.08.2002,00.00,978,EUR,100,Євро,516.8016
28.08.2002,00.00,978,EUR,100,Євро,520.8565
29.08.2002,00.00,978,EUR,100,Євро,523.6275
30.08.2002,00.00,978,EUR,100,Євро,524.563
31.08.2002,00.00,978,EUR,100,Євро,524.0301
01.09.2002,00.00,978,EUR,100,Євро,524.0301
02.09.2002,00.00,978,EUR,100,Євро,524.0301
03.09.2002,00.00,978,EUR,100,Євро,523.3906
04.09.2002,00.00,978,EUR,100,Євро,528.1336
05.09.2002,00.00,978,EUR,100,Євро,530.1055
06.09.2002,00.00,978,EUR,100,Євро,531.5977
07.09.2002,00.00,978,EUR,100,Євро,528.56
08.09.2002,00.00,978,EUR,100,Євро,528.56
09.09.2002,00.00,978,EUR,100,Євро,528.56
10.09.2002,00.00,978,EUR,100,Євро,521.9223
11.09.2002,00.00,978,EUR,100,Євро,520.1494
12.09.2002,00.00,978,EUR,100,Євро,519.5632
13.09.2002,00.00,978,EUR,100,Євро,520.0188
14.09.2002,00.00,978,EUR,100,Євро,522.8436
